0.0 0.0 -1.0 1.0 0.0 0.0 0.0 0.0 -1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 -1.0 -1.0 1.0 1.0 1.0 0.0 0.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 1.0 0.0 0.0 b 
0.0 0.0 1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 1.0 0.0 0.0 1.0 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 -1.0 -1.0 0.0 0.0 b 
1.0 0.0 -0.01864 -0.08459 0.0 0.0 0.0 0.0 0.1147 -0.2681 -0.45663 -0.38172 0.0 0.0 -0.33656 0.38602 -0.37133 0.15018 0.63728 0.22115 0.0 0.0 0.0 0.0 -0.14803 -0.01326 0.20645 -0.02294 0.0 0.0 0.16595 0.24086 -0.08208 0.38065 b 
0.0 0.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 -1.0 1.0 1.0 1.0 1.0 b 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 -0.375 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 0.0 0.0 0.0 b 
1.0 0.0 -1.0 0.28105 0.22222 0.15033 -0.75693 -0.70984 -0.30719 0.71242 -1.0 1.0 -0.81699 0.33987 -0.79085 -0.02614 -0.98039 -0.83007 -0.60131 -0.54248 -0.04575 -0.83007 0.94118 -0.94118 -1.0 -0.43137 0.74385 0.09176 -1.0 0.05229 0.18301 0.02614 -0.40201 -0.48241 b 
1.0 0.0 0.02337 -0.00592 -0.09924 -0.11949 -0.00763 -0.11824 0.14706 0.06637 0.03786 -0.06302 0.0 0.0 -0.04572 -0.1554 -0.00343 -0.10196 -0.11575 -0.05414 0.01838 0.03669 0.01519 0.00888 0.03513 -0.01535 -0.0324 0.09223 -0.07859 0.00732 0.0 0.0 -0.00039 0.12011 b 
1.0 0.0 0.94649 0.00892 0.97287 -0.0026 0.98922 0.00372 0.95801 0.01598 0.94054 0.0353 0.97213 0.04719 0.98625 0.01858 0.94277 0.07135 0.98551 -0.00706 0.9777 0.0498 0.96358 0.07098 0.93274 0.08101 0.95243 0.04356 0.97473 0.00818 0.97845 0.07061 1.0 -0.0026 g 
1.0 0.0 0.93147 0.29282 0.79917 0.55756 0.59952 0.71596 0.26203 0.92651 0.04636 0.96748 -0.23237 0.9513 -0.55926 0.81018 -0.73329 0.62385 -0.90995 0.362 -0.92254 0.0604 -0.93618 -0.19838 -0.83192 -0.46906 -0.65165 -0.69556 -0.41223 -0.85725 -0.1359 -0.93953 0.10007 -0.94823 g 
1.0 0.0 0.66667 -0.01366 0.97404 0.06831 0.4959 0.50137 0.75683 -0.00273 0.65164 -0.14071 0.40164 -0.48907 0.39208 0.58743 0.76776 0.31831 0.78552 0.11339 0.47541 -0.44945 1.0 0.00683 0.60656 0.06967 0.68656 0.17088 0.87568 0.07787 0.55328 0.2459 0.13934 0.48087 g 
1.0 0.0 0.76296 -0.07778 1.0 -0.2963 1.0 -0.85741 0.8 0.06111 0.45556 -0.42778 1.0 -0.12581 1.0 -0.83519 0.49259 0.01852 0.82222 -0.05926 0.98215 -0.19938 1.0 0.22037 0.6963 -0.26481 0.92148 -0.24549 0.78889 0.02037 0.87492 -0.27105 1.0 -0.57037 g 
1.0 0.0 0.88179 0.43491 0.59573 0.77655 0.19672 0.94537 -0.24103 0.92544 -0.62526 0.71257 -0.86443 0.33652 -0.92384 -0.05338 -0.77356 -0.44707 -0.4695 -0.73285 -0.10237 -0.82217 0.26384 -0.7757 0.55984 -0.5591 0.72147 -0.24433 0.72478 0.09599 0.58137 0.38915 0.34749 0.57656 g 
1.0 0.0 1.0 -0.41457 1.0 0.76131 0.8706 0.18593 1.0 -0.09925 0.93844 0.4799 0.65452 -0.1608 1.0 0.00879 0.97613 -0.50126 0.80025 -0.24497 0.88065 -0.19095 1.0 -0.12312 0.93593 0.10678 0.9289 -0.07249 1.0 -0.27387 0.4397 0.19849 0.51382 -0.05402 g 
1.0 0.0 0.74852 -0.02811 0.6568 -0.05178 0.80621 0.02811 0.85947 0.02515 0.63462 0.08728 0.71598 0.0784 0.73077 0.05178 0.7855 -0.27811 0.65976 -0.01479 0.78698 0.06953 0.34615 -0.18639 0.65385 0.02811 0.61009 -0.06637 0.5355 -0.21154 0.59024 -0.14053 0.56361 0.02959 g 
1.0 0.0 0.49515 0.09709 0.29612 0.05825 0.34951 0.0 0.57282 -0.02427 0.58252 0.02427 0.33495 0.04854 0.52427 0.00485 0.47087 -0.1068 0.43204 0.00485 0.34951 0.05825 0.18932 0.25728 0.31068 -0.15049 0.36547 0.03815 0.3932 0.17476 0.26214 0.0 0.37379 -0.01942 g 
1.0 0.0 1.0 0.67784 0.81309 0.82021 0.43019 1.0 0.20619 0.80541 -0.43872 1.0 -0.79135 0.77092 -1.0 0.40268 -0.39046 -0.58634 -0.97907 -0.42822 -0.73083 -0.76339 -0.37671 -0.97491 0.41366 -1.0 0.41778 -0.93296 0.25773 -1.0 0.9357 -0.35222 0.98816 0.03446 g 
1.0 0.0 0.90932 0.08791 0.86528 0.16888 1.0 0.16598 0.55187 0.68154 0.70207 0.36719 0.16286 0.42739 0.5762 0.46086 0.51067 0.49618 0.31639 0.12967 0.37824 0.54462 0.31274 0.55826 0.24856 0.56527 0.18626 0.56605 0.12635 0.56101 0.06927 0.55061 0.12137 0.67739 g 
