1.0,33.17,1.04,2.0,12.0,8.0,6.5,1.0,0.0,0.0,1.0,2.0,164.0,31286.0,1
1.0,57.83,7.04,2.0,7.0,4.0,14.0,1.0,1.0,6.0,1.0,2.0,360.0,1333.0,1
1.0,53.92,9.625,2.0,10.0,4.0,8.665,1.0,1.0,5.0,0.0,2.0,0.0,1.0,1
1.0,21.33,7.5,2.0,6.0,4.0,1.415,1.0,1.0,1.0,0.0,2.0,80.0,9801.0,1
1.0,32.25,0.165,1.0,8.0,8.0,3.25,1.0,1.0,1.0,1.0,2.0,432.0,8001.0,1
0.0,36.75,5.125,2.0,10.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,4001.0,1
0.0,37.75,5.5,2.0,11.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,228.0,1.0,1
1.0,20.5,10.0,1.0,8.0,4.0,2.5,1.0,0.0,0.0,0.0,1.0,40.0,1.0,1
0.0,20.83,3.0,2.0,6.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,100.0,1.0,1
1.0,20.5,2.415,2.0,8.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,200.0,3001.0,1
0.0,25.08,2.54,1.0,6.0,4.0,0.25,1.0,0.0,0.0,1.0,2.0,370.0,1.0,1
1.0,23.08,2.5,2.0,8.0,4.0,1.085,1.0,1.0,11.0,1.0,2.0,60.0,2185.0,1
0.0,28.67,1.04,2.0,8.0,4.0,2.5,1.0,1.0,5.0,1.0,2.0,300.0,1431.0,1
1.0,27.0,1.5,1.0,9.0,4.0,0.375,1.0,0.0,0.0,1.0,2.0,260.0,1066.0,1
1.0,28.33,5.0,2.0,9.0,4.0,11.0,1.0,0.0,0.0,1.0,2.0,70.0,1.0,1
1.0,34.17,1.54,2.0,13.0,4.0,1.54,1.0,1.0,1.0,1.0,2.0,520.0,50001.0,1
1.0,30.17,0.5,2.0,8.0,4.0,1.75,1.0,1.0,11.0,0.0,2.0,32.0,541.0,1
1.0,25.5,0.375,2.0,7.0,4.0,0.25,1.0,1.0,3.0,0.0,2.0,260.0,15109.0,1
1.0,31.57,4.0,2.0,14.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,290.0,2280.0,1
0.0,22.5,8.46,1.0,14.0,4.0,2.46,0.0,0.0,0.0,0.0,2.0,164.0,1.0,1
1.0,19.42,6.5,2.0,9.0,8.0,1.46,1.0,1.0,7.0,0.0,2.0,80.0,2955.0,1
1.0,28.92,15.0,2.0,8.0,8.0,5.335,1.0,1.0,11.0,0.0,2.0,0.0,2284.0,1
